id,Sentence,Aspect Term,polarity,from,to
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",spice rub,negative,128,137
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",herb mix,negative,170,178
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",sauce,negative,188,193
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dance floor,positive,41,52
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",dinner,neutral,6,12
3547,Taj Mahal offeres gret value and great food.,value,positive,23,28
3547,Taj Mahal offeres gret value and great food.,food,positive,39,43
792,Has the chef and owner changed???,chef,neutral,8,12
792,Has the chef and owner changed???,owner,neutral,17,22
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,dinner,positive,41,47
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacon,negative,21,26
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",platter,negative,48,55
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative,59,72
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,147,153
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",bacos,negative,181,186
1209,"Outstanding Bagels, but you get what you pay for.",Bagels,positive,12,18
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",Pizza,positive,0,5
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",crust,positive,77,82
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",pizza,positive,17,22
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,neutral,62,70
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",bread,positive,119,124
1377,"I found it on a cold night, the perfect spot to warm up.",spot,positive,40,44
1439,They even have a section in the menu called American Chinese food!,menu,negative,32,36
1439,They even have a section in the menu called American Chinese food!,American Chinese food,negative,44,65
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",Service,positive,0,7
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",beef carpaachio,positive,32,47
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",pasta,positive,80,85
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",portion,positive,67,74
370,kalbi and nebbiolo do work together.,kalbi,neutral,0,5
370,kalbi and nebbiolo do work together.,nebbiolo,neutral,10,18
599,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,positive,5,17
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive,76,88
1750,Located at the end of a magnificent block.,Located,positive,0,7
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,positive,65,69
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral,24,28
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",clubhouse,negative,98,107
1007,They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral,32,48
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bar,positive,6,9
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,positive,25,35
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral,24,31
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,waitress,negative,40,48
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,71,75
3405,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,positive,59,64
3405,I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,78,82
3702,They came out over cooked and the cheese was almost non existant.,cheese,negative,34,40
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",meal,positive,17,21
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",server,positive,31,37
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,positive,67,71
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",wine,negative,146,150
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",price range,positive,79,90
1911,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,neutral,139,145
703,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc,negative,4,7
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,4,8
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",dishes,positive,46,52
1000,"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,positive,62,68
3241,But the main hit was the whole grilled fish.,whole grilled fish,positive,25,43
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",tuna tartare,positive,10,22
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",sake,positive,28,32
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",mushroom ravioli,positive,34,50
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",pinot noir,positive,56,66
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",chocolate sampler,positive,76,93
1866,"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",dessert wine,positive,101,113
2570,On a hot day it was fabulous to stop in and enjoy lunch.,lunch,positive,50,55
280,The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,4,8
280,The food is delicious and beautifully prepared along with the friendly and personable service.,service,positive,86,93
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,lines,negative,93,98
1021,I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,crowds,negative,83,89
1729,Pizza here is consistently good.,Pizza,positive,0,5
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,shows,positive,33,38
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive,61,65
610,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,positive,43,53
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative,21,27
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral,90,95
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,negative,115,122
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive,184,196
2984,Wouldn't recomend it for dinner!,dinner,negative,25,31
1429,Sauce was watery and the food didn't have much flavor.,Sauce,negative,0,5
1429,Sauce was watery and the food didn't have much flavor.,food,negative,25,29
1429,Sauce was watery and the food didn't have much flavor.,flavor,negative,47,53
1855,My husband and I enjoy Sangria.,Sangria,positive,23,30
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive,63,77
579,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,20,30
579,We both opted for a pasta dish and they were served timely and fresh.,served,positive,45,51
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative,16,21
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,40,49
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral,87,100
3670,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,108,119
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive,74,86
685,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,101,105
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,35,44
3378,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,63,69
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,negative,64,77
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,negative,5,17
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,neutral,134,145
779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,negative,100,107
916,The food was average or above including some surprising tasty dishes.,food,positive,4,8
916,The food was average or above including some surprising tasty dishes.,dishes,positive,62,68
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,negative,40,48
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,58,69
2194,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral,104,108
1066,Other apetizers and food,apetizers,neutral,6,15
1066,Other apetizers and food,food,neutral,20,24
127,The noodle and rices dishes taste great.,noodle and rices dishes,positive,4,27
427,The food's as good as ever.,food,positive,4,8
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,4,9
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,53,58
2298,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,23,34
3169,Also a little more expensive than your average bagel place.,bagel,neutral,47,52
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,4,8
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative,51,61
3335,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,negative,29,34
2356,And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,positive,8,19
1199,The sauces used are also not that exciting.,sauces,negative,4,10
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,18,28
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive,58,67
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive,79,85
340,The rice was poor quality and was cooked so badly it was hard.,rice,negative,4,8
340,The rice was poor quality and was cooked so badly it was hard.,quality,negative,18,25
340,The rice was poor quality and was cooked so badly it was hard.,cooked,negative,34,40
228,We had champagne and caviar and felt like princesses!,champagne,positive,7,16
228,We had champagne and caviar and felt like princesses!,caviar,positive,21,27
651,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive,4,17
651,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive,40,49
1930,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,neutral,8,15
1930,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive,100,106
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive,23,36
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,negative,27,34
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral,82,86
2433,There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative,66,70
1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,neutral,21,28
1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral,36,39
1949,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Roast Chicken,positive,88,101
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,neutral,28,33
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive,96,107
301,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative,17,21
942,The prices are wonderfully low.,prices,positive,4,10
2887,If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,31,47
2887,If you like spicy food get the chicken vindaloo.,spicy food,neutral,12,22
2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive,99,113
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive,28,36
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,60,64
53,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,positive,93,111
2025,No free drink.,drink,neutral,8,13
259,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,68,72
259,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,77,84
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,positive,20,25
1211,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral,71,77
1312,The two star chefs left quite some time ago to open their own place.,chefs,neutral,13,18
1565,Don't waste money on decor.,decor,neutral,21,26
2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,positive,17,28
2959,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seating,positive,71,86
1659,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,55,61
839,"Given the incredible architecture surrounding it, this place has no character.",architecture,positive,21,33
839,"Given the incredible architecture surrounding it, this place has no character.",place,negative,55,60
457,I'd call it an 'italian dinner'.,dinner,neutral,24,30
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive,46,52
3086,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative,10,15
531,Have frequented 'ino for several years and the food remains excellent.,food,positive,47,51
450,"Their eggplant is so delicate, sweet tender!",eggplant,positive,6,14
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,13,17
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,8,12
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,positive,45,60
2939,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,80,86
2606,My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,18,32
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,negative,10,25
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative,127,141
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,156,163
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,neutral,187,191
2019,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,211,216
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive,37,42
1797,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,88,95
1731,You should pass on the calamari.,calamari,negative,23,31
2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative,4,34
2791,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative,61,80
3261,Try the spicy wontons and the salt pepper shrimps.,spicy wontons,positive,8,21
3261,Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,positive,30,49
1586,THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,positive,4,17
1893,The fries are yummy.,fries,positive,4,9
309,"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive,25,30
309,"Friendly and informative staff, very attentive and prompt raw bar service.",bar service,positive,62,73
2290,Best Taiwanese food in NY!,Taiwanese food,positive,5,19
736,This place is a great stop for great food.,food,positive,37,41
2784,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,positive,8,14
2784,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,homemade lasagna,positive,37,53
369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,40,52
369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",tip,positive,78,81
3279,And the prices were way to high for what you get.,prices,negative,8,14
1792,The staff ignored my friends and I the entire time we were there.,staff,negative,4,9
166,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,26,33
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive,71,76
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive,4,20
2425,"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,22,27
3508,"Great wine list, reasonably priced.--Sara",wine list,positive,6,15
3508,"Great wine list, reasonably priced.--Sara",priced,positive,28,34
1541,The hot dogs were cold in the middle and the buns were stale.,hot dogs,negative,4,12
1541,The hot dogs were cold in the middle and the buns were stale.,buns,negative,45,49
1037,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,10,14
2288,Beef noodle soup is good as well.,Beef noodle soup,positive,0,16
2585,Delivery service is great too.,Delivery service,positive,0,16
1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive,4,8
1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",Thai cuisine,positive,90,102
1386,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",flavors,positive,20,27
1378,I recieved prompt service with a smile.,service,positive,18,25
438,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,54,59
232,The place was quiet and delightful.,place,positive,4,9
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,4,8
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,38,42
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,positive,97,102
3621,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,positive,107,115
3489,"As much as I like the food there, I can't bring myself to go back.",food,positive,22,26
3600,It looked like shredded cheese partly done - still in strips.,shredded cheese,negative,15,30
3519,The prices and ambience are especially great considering it's in the West Village.,prices,positive,4,10
3519,The prices and ambience are especially great considering it's in the West Village.,ambience,positive,15,23
1183,The soup is pretty good too.,soup,positive,4,8
2663,It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,positive,23,34
857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,positive,35,50
857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,positive,56,73
857,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,chef,positive,85,89
1118,"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive,30,36
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,neutral,8,12
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,22,30
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,neutral,41,48
2915,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,negative,108,118
662,I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,17,35
662,I always get the Shabu-Shabu dinner and the beef is always fresh.,beef,positive,44,48
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative,4,9
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative,37,43
502,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive,39,43
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,51,58
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",decor,negative,63,68
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",wait staff,negative,84,94
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,negative,114,119
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",pho,positive,186,189
981,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,positive,229,238
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,106,113
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambiance,neutral,118,126
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative,166,170
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",presentaion,negative,193,204
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",taste,negative,206,211
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",choice,negative,213,219
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,negative,221,228
1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,negative,233,241
1287,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,bar scene,positive,77,86
3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",people,positive,20,26
3626,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,84,89
1094,The food is amazing!!!!,food,positive,4,8
2881,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,79,83
2881,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,113,116
285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",portions,negative,4,12
285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,37,43
285,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,92,99
700,"For the price, you cannot eat this well in Manhattan.",price,positive,8,13
1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,positive,4,9
1493,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,positive,55,60
1014,The atmosphere is great!!!,atmosphere,positive,4,14
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative,66,70
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative,90,100
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative,160,167
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,173,183
953,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",diner,negative,146,151
405,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,positive,42,52
3141,The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,4,11
3141,The service is a little scatty at times but all is forgiven when the food arrives.,food,positive,69,73
466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",bruscetta,negative,4,13
466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",salads,positive,38,44
466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,positive,105,111
466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",mix of greens,positive,73,86
466,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,92,99
