id,Sentence,Aspect Term,polarity,from,to
2276,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",LaCie 2Big external drive,neutral,12,37
2276,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",firewire 800 interface,positive,46,68
2276,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",Time Machine,neutral,90,102
1953,"My Toshiba did not have sound on everything, just certain things.",sound,negative,24,29
2755,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",extra features,positive,64,78
2755,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",windows 7 home premium,positive,91,113
744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,Acer screen,negative,35,46
744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,USB port,negative,114,122
744,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,boot,negative,21,25
1963,The battery life was shorter than expected.,battery life,negative,4,16
70,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,positive,3,11
151,The keyboard is top notch.,keyboard,positive,4,12
1734,It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,software,negative,134,142
1617,The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos,positive,4,26
1476,"The image is great, and the soud is excelent.",image,positive,4,9
1476,"The image is great, and the soud is excelent.",soud,positive,28,32
1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative,70,77
1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,boot up,negative,81,88
1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,shut down,negative,92,101
1623,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,negative,138,145
451,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,Mac OS,positive,83,89
451,It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,use,positive,37,40
2956,"It is well worth the money it cost, Very good investment.",cost,positive,30,34
720,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter,neutral,15,32
720,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Home Premium,neutral,39,61
720,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Professional,neutral,66,88
740,This computer had exactly the specifications I needed.,specifications,positive,30,44
2564,My kids (and dogs) destroyed two power cords by pulling on them.,power cords,neutral,33,44
3016,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",multi-touch features,positive,131,151
2778,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen,negative,4,10
2778,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",clicking buttons,negative,46,62
2174,"Not to mention, the battery life is absolutely amazing.",battery life,positive,20,32
1378,Windows also shuts the computer down for no reason without warning.,Windows,negative,0,7
2999,not using wired lan not sure what thats about.,wired lan,neutral,10,19
222,The macbook rarely requires a hard reboot.,hard reboot,conflict,30,41
1189,Now for the hardware problems.,hardware,negative,12,20
2070,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,hard drive,negative,123,133
2076,It's fast and has excellent battery life.,battery life,positive,28,40
612,Apple care included.,Apple care,neutral,0,10
2706,Features like the font are very block-like and old school.,font,negative,18,22
2706,Features like the font are very block-like and old school.,Features,negative,0,8
2954,"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",programs,negative,18,26
2954,"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",run,negative,82,85
1874,"I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",plastic pieces,negative,74,88
1546,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",2GB RAM stick,neutral,39,52
2003,Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,negative,0,7
1180,"After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.",Microsoft Word for Mac,neutral,180,202
809,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY,negative,51,67
799,then on top of it all their cusromer service center is in the middle east.,cusromer service center,negative,28,51
1668,The only bad part is the size/weight.,size,negative,25,29
1668,The only bad part is the size/weight.,weight,negative,30,36
274,The little battery that it did have would only last about an hour while just having it on the desktop.,battery,negative,11,18
2128,I liked the aluminum body.,aluminum body,positive,12,25
2456,Its good for playing my apps on Facebook or watching movies.,watching movies,positive,44,59
2456,Its good for playing my apps on Facebook or watching movies.,playing,positive,13,20
353,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",build quality,negative,9,22
353,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",performance,negative,30,41
2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,positive,11,15
2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,neutral,69,76
2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",program,positive,86,93
347,pretty much everything else about the computer is good it just stops working out of no were.,working,negative,69,76
655,It was truly a great computer costing less than one thousand bucks before tax.,costing,positive,30,37
2510,"Waiting for the i7 was well worth it, great value for the price.",price,positive,58,63
2510,"Waiting for the i7 was well worth it, great value for the price.",i7,positive,16,18
884,"Now,,,,,my monitor has been acting up for about 2 months.",monitor,negative,11,18
2785,"Also, the extended warranty was a problem.",extended warranty,negative,10,27
2443,Boots up fast and runs great!,Boots up,positive,0,8
2443,Boots up fast and runs great!,runs,positive,18,22
81,Lightweight and the screen is beautiful!,screen,positive,20,26
2114,I needed a driver for my HP and they would not help me with out me paying over $50 for it.,driver,neutral,11,17
764,"Call tech support, standard email the form and fax it back in to us.",tech support,neutral,5,17
435,They sent it back with a huge crack in it and it still didn't work.,work,negative,62,66
914," A coupla months later, they change my hard drive.",hard drive,negative,39,49
1776,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",twin packing,positive,30,42
1776,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",functions,positive,74,83
1212,They say sorry out of warranty.,warranty,negative,22,30
2845,I bought this laptop because of the performance to price ratio.,performance,positive,36,47
2845,I bought this laptop because of the performance to price ratio.,price,positive,51,56
756,PC never worked right even after BIOS fixed.,BIOS,negative,33,37
2600,"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive,114,120
2600,"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,positive,141,152
1696,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,positive,4,8
1696,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,negative,107,112
1479,The service I received from Toshiba went above and beyond the call of duty.,service,positive,4,11
2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,negative,96,102
2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,negative,107,112
2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,negative,21,27
2937,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,positive,41,55
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,neutral,18,26
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,neutral,92,102
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,neutral,123,134
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iPhoto,neutral,136,142
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iMovie,neutral,176,182
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",video-editing,neutral,145,158
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,neutral,162,174
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,neutral,105,121
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,neutral,85,90
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,neutral,53,58
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,neutral,60,67
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,neutral,69,76
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,neutral,31,51
2077,The screen shows great colors.,screen,positive,4,10
2077,The screen shows great colors.,colors,positive,23,29
2622,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,positive,90,95
2622,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",price,positive,117,122
2622,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,positive,220,225
970,"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,neutral,46,53
970,"I have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,neutral,22,31
2414,"The 17 inch screen is very large, but the computer is very light.",17 inch screen,negative,4,18
832,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative,89,96
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral,8,17
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,neutral,79,103
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral,57,71
2130,I also liked the glass screen.,glass screen,positive,17,29
2626,The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,4,27
2626,The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,neutral,58,64
1315,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,149,156
2756,"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,positive,4,16
1446,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,negative,136,153
922,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,neutral,87,95
2797,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,negative,54,65
2863,The price and features more than met my needs.,price,positive,4,9
2863,The price and features more than met my needs.,features,positive,14,22
240,Skype is just so dang cool with this machine too.,Skype,positive,0,5
1393,the mouse buttons are hard to push.,mouse buttons,negative,4,17
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,positive,6,9
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",rails,neutral,31,36
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",hard drive,neutral,76,86
532,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,positive,83,90
3047,"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative,15,20
1733,Games being the main issue.,Games,negative,0,5
1532,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral,63,73
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,negative,39,47
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,hard drive,neutral,55,65
2238,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,129,134
1580,A great computer for light home use and business use.,home use,positive,27,35
1580,A great computer for light home use and business use.,business use,positive,40,52
273,"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative,10,26
273,"Even with virus protection, it always turned off when updates were needed and installed.",updates,negative,54,61
2679,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,negative,18,32
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,positive,74,81
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive,103,110
2170,"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,neutral,31,36
2624,The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive,4,16
1569,"lightweight, long battery life, excellent transition from PC;",battery life,positive,18,30
3064,The price is another driving influence that made me purchase this laptop.,price,positive,4,9
2953,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,4,22
2129,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,74,79
2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,43,51
2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,positive,64,67
2710,Came fully loaded - good.,loaded,positive,11,17
1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,42,51
1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral,67,72
1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,negative,117,122
1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,neutral,10,17
1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Windows XP,conflict,62,72
1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral,133,138
1758,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,35,44
842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,30,38
842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,47,61
931,  But I needed a laptop for school use.,school use,neutral,28,38
36,This is the complete opposite to an ergonomic design.,design,negative,46,52
2967,I would like at least a 4 hr. battery life.,battery life,neutral,30,42
1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,74,82
1063,"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,0,8
271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,57,69
271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",programs,negative,102,110
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive,35,43
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,positive,88,96
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,positive,49,59
523,I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,60,68
523,I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,positive,77,86
1657,Theres a built in camera with special effects- for video and photography.,built in camera,positive,9,24
1674,All for such a great price.,price,positive,21,26
1143,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,220,228
2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,45,59
2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,73,79
2993,It has good speed and plenty of hard drive space.,speed,positive,12,17
2993,It has good speed and plenty of hard drive space.,hard drive space,positive,32,48
2453,Clear picture on it and everything.,picture,positive,6,13
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral,45,62
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,neutral,88,107
2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,15,22
2387,"Screen is awesome, battery life is good.",Screen,positive,0,6
2387,"Screen is awesome, battery life is good.",battery life,positive,19,31
2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,46,56
990,The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,4,30
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,4,12
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,32,40
903,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,71,78
1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,62,66
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,40,51
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,79,84
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,110,114
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,positive,122,134
2828,Excellent speed for processing data.,speed,positive,10,15
1824,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,14,26
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,positive,118,124
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,positive,22,25
2500,I was taught to use Photoshop and was amazed.,Photoshop,positive,20,29
1252,Somehow the system clock got messed up after reboot.,system clock,negative,12,24
3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,43,46
1650,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive,39,55
1037,"The driver updates don't fix the issue, very frustrating.",driver updates,negative,4,18
1620,I will never go back to Windows!,Windows,negative,24,31
285,It doesnt work worth a damn.,work,negative,10,14
3035,It works really well.,works,positive,3,8
2511,"Bigger HD, better graphics card, and a bid HD.",HD,positive,7,9
2511,"Bigger HD, better graphics card, and a bid HD.",HD,positive,43,45
2511,"Bigger HD, better graphics card, and a bid HD.",graphics card,positive,18,31
2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,4,19
1124,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,26,36
781,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,4,14
2987,It works fine with our wireless and they've had not problems.,works,positive,3,8
2133,But you must get the 15 inch.,15 inch,positive,21,28
1364,Product support very poor as each phone call costs me long distan,Product support,negative,0,15
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,46,52
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,positive,37,40
948,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,6,30
2049,It does not keep internet signals no matter where you bring it.,internet signals,negative,17,33
2988,It's a great product for a great price!,price,positive,33,38
1385,"Again, the same problem, the right speaker did not work.",right speaker,negative,29,42
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,price tag,conflict,64,73
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive,101,109
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,positive,170,177
2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive,8,28
768,This was the 3rd day and part still had not been shipped.,shipped,negative,49,56
214,Keyboard good sized and wasy to use.,Keyboard,positive,0,8
214,Keyboard good sized and wasy to use.,use,positive,32,35
1263,HP said it was out of warranty.,warranty,neutral,22,30
142,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,25,32
2947,wonderful features.,features,positive,10,18
2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,31,44
2451,Im glad that it has such great features in it.,features,positive,31,39
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive,13,21
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative,34,40
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral,106,121
2777,Great wifi too.,wifi,positive,6,10
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,5,11
1906,"  Only a few days after I received the computer back, the screen froze again.",screen,negative,58,64
124,It is not ideal for children because of the temp.,temp,negative,44,48
732,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative,27,51
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,positive,6,8
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,positive,68,83
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",thunderbolt port,positive,99,115
1842,  The lcd screen stopped working on mine after 10 months.,lcd screen,negative,6,16
205,Images are crisp and clean.,Images,positive,0,6
1398,although its windows vista compared to windows xp sucks.,windows vista,negative,13,26
1398,although its windows vista compared to windows xp sucks.,windows xp,positive,39,49
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative,37,42
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Adobe Flash player,negative,52,70
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,negative,129,145
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Windows update,negative,215,229
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,negative,326,332
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,9,15
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,102,108
1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,51,67
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,39,47
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative,71,92
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative,100,108
2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,98,109
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,53,67
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive,88,94
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive,96,102
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,positive,104,108
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,110,116
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,118,128
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive,13,17
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,51,63
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,74,78
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,80,88
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,99,107
2973,"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,17,23
2973,"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive,33,43
2973,"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive,55,63
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,64,72
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive,77,87
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,51,56
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral,100,103
1423,My problem was with DELL Customer Service.,DELL Customer Service,negative,20,41
1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,9,20
1739,Design: very durable.,Design,positive,0,6
2419,It is easy to go from one keyboard to another.,keyboard,neutral,26,34
1549,Has a 5-6 hour battery life.,battery life,neutral,15,27
